dyadid,ccode1,ccode2,year,cap_1,cap_2,alliance,democ1,democ2,autoc1,autoc2,dem1,dem2,distance,dyaddur,ongoing,mid,hostlev1,hostlev2,midnum,durat,capratio,allies,jointdem,_st,_d,_t,_t0,discount,strat6,surv,haz,haz0,haz1,haz2,haz3,haz4
375811,375,811,1968,.001595,.001075,4,10,0,0,9,10,-9,5187,15,0,0,0,0,0,16,.59737825,0,-9,1,0,16,0,0,0,.9957211717258936,,,,,,
375812,375,812,1968,.001595,.00087799999,4,10,,0,,10,,4727,15,0,0,0,0,0,16,.64496565,0,,1,0,16,0,0,0,,,,,,,
375816,375,816,1968,.001595,.0051279999,4,10,0,0,8,10,-8,4659,14,0,0,0,0,0,15,.76275474,0,-8,1,0,15,0,0,0,.9958884908456452,,,,,,
375817,375,817,1968,.001595,.0072269998,4,10,1,0,4,10,-3,5295,14,0,0,0,0,0,15,.81920201,0,-3,1,0,15,0,0,0,.9958884908456452,,,,,,
375820,375,820,1968,.001595,.001305,4,10,10,0,0,10,10,5580,11,0,0,0,0,0,12,.55000001,0,10,1,0,12,0,0,0,.9962113820646448,,,,,,
375830,375,830,1968,.001595,.00072399998,4,10,2,0,4,10,-2,5766,3,0,0,0,0,0,4,.68779647,0,-2,1,0,4,0,0,0,.9980678165950512,,,,,,
375840,375,840,1968,.001595,.0035359999,4,10,6,0,1,10,5,5556,22,0,0,0,0,0,23,.68914443,0,5,1,0,23,0,0,0,.994570346214722,,,,,,
375850,375,850,1968,.001595,.013033,4,10,0,0,7,10,-7,6315,19,0,0,0,0,0,20,.89096254,0,-7,1,0,20,0,0,0,.995146826681116,,,,,,
375900,375,900,1968,.001595,.0078210002,4,10,10,0,0,10,10,9466,48,0,0,0,0,0,46,.83060747,0,10,1,0,46,0,0,0,.9916560221671965,,,,,,
375920,375,920,1968,.001595,.000711,4,10,10,0,0,10,10,10622,48,0,0,0,0,0,46,.69167387,0,10,1,0,46,0,0,0,.9916560221671965,,,,,,
380385,380,385,1968,.0051409998,.001939,4,10,10,0,0,10,10,0,23,0,0,0,0,0,60,.72612995,0,10,1,0,60,0,0,0,.9901406996285514,,,,,,
380390,380,390,1968,.0051409998,.001958,4,10,10,0,0,10,10,325,23,0,0,0,0,0,149,.72418648,0,10,1,0,149,0,0,0,.9764068133232505,,,,,,
380395,380,395,1968,.0051409998,.000036000001,4,10,10,0,0,10,10,1327,24,0,0,0,0,0,25,.99304616,0,10,1,0,25,0,0,0,.9942975248311444,,,,,,
380411,380,411,1968,.0051409998,.000015,4,10,,0,,10,,3876,0,0,0,0,0,0,1,.99709076,0,,1,0,1,0,0,0,,,,,,,
380420,380,420,1968,.0051409998,.000021,4,10,10,0,0,10,10,3634,3,0,0,0,0,0,4,.9959318,0,10,1,0,4,0,0,0,.9980678165950512,,,,,,
380432,380,432,1968,.0051409998,.00033400001,4,10,0,0,7,10,-7,3496,8,0,0,0,0,0,9,.93899542,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
